id,salesperson_id,created_at,region,total
13313,56,2023-06-05,Sul,"R$ 267,79"
13314,134,2023-02-11,Sudeste,"R$ 604,00"
13315,89,2022-07-30,Sul,"R$ 922,47"
13316,64,2023-11-06,Centro-Oeste,"R$ 802,19"
13317,48,2020-02-09,Nordeste,"R$ 642,02"
13318,3,2020-12-19,Sudeste,"R$ 356,32"
13319,130,2020-01-26,Nordeste,"R$ 168,44"
13320,55,2021-07-11,Centro-Oeste,"R$ 782,51"
13321,31,2022-10-28,Norte,"R$ 854,86"
13322,10,2022-11-19,Centro-Oeste,"R$ 765,75"
13323,141,2023-10-28,Nordeste,"R$ 256,85"
13324,139,2023-05-26,Nordeste,"R$ 122,79"
13325,92,2021-04-18,Norte,"R$ 501,86"
13326,8,2024-09-02,Centro-Oeste,"R$ 454,91"
13327,30,2023-02-08,Sudeste,"R$ 262,54"
13328,119,2022-06-04,Nordeste,"R$ 316,09"
13329,49,2023-01-26,Sudeste,"R$ 536,16"
13330,149,2020-12-15,Sudeste,"R$ 452,24"
13331,130,2020-06-02,Nordeste,"R$ 493,00"
13332,44,2022-11-11,Centro-Oeste,"R$ 0,00"
13333,61,2024-11-08,Sudeste,"R$ 296,67"
13334,128,2021-01-06,Sudeste,"R$ 680,74"
13335,116,2022-01-17,Centro-Oeste,"R$ 392,32"
13336,107,2022-07-10,Sul,"R$ 450,07"
13337,31,2024-07-03,Centro-Oeste,"R$ 502,67"
13338,66,2023-05-21,Centro-Oeste,"R$ 561,88"
13339,15,2020-02-05,Nordeste,"R$ 338,47"
13340,65,2024-11-24,Sudeste,"R$ 262,75"
13341,30,2023-02-20,Nordeste,"R$ 395,10"
13342,111,2020-06-15,Sul,"R$ 972,83"
13343,106,2022-08-20,Sul,"R$ 0,00"
13344,78,2024-01-23,Sudeste,"R$ 486,60"
13345,140,2021-04-08,Nordeste,"R$ 748,11"
13346,48,2021-07-23,Sudeste,"R$ 416,85"
13347,9,2023-01-20,Nordeste,"R$ 775,81"
13348,102,2024-05-10,Sul,"R$ 563,52"
13349,129,2023-06-20,Sudeste,"R$ 920,93"
13350,120,2022-12-19,Centro-Oeste,"R$ 465,12"
13351,9,2023-12-22,Nordeste,"R$ 71,10"
13352,7,2022-09-18,Norte,"R$ 936,34"
13353,105,2022-02-22,Norte,"R$ 515,24"
13354,70,2022-07-02,Centro-Oeste,"R$ 713,99"
13355,126,2022-01-30,Sul,"R$ 718,32"
13356,33,2024-06-03,Sudeste,"R$ 714,76"
13357,139,2023-05-19,Sul,"R$ 418,96"
13358,75,2022-08-07,Norte,"R$ 188,68"
13359,48,2020-03-07,Nordeste,"R$ 709,52"
13360,23,2024-03-07,Nordeste,"R$ 59,10"
13361,131,2022-07-12,Norte,"R$ 213,69"
13362,58,2024-01-20,Sul,"R$ 821,70"
13363,123,2023-04-12,Sudeste,"R$ 199,21"
13364,111,2021-09-11,Centro-Oeste,"R$ 653,96"
13365,122,2021-01-06,Norte,"R$ 145,59"
13366,6,2024-04-06,Sul,"R$ 332,60"
13367,85,2020-07-17,Centro-Oeste,"R$ 1040,71"
13368,73,2024-11-03,Nordeste,"R$ 479,51"
13369,96,2022-10-06,Nordeste,"R$ 508,73"
13370,110,2023-10-20,Centro-Oeste,"R$ 491,80"
13371,46,2024-05-09,Sudeste,"R$ 631,92"
13372,94,2021-11-05,Sudeste,"R$ 562,27"
13373,87,2021-11-27,Norte,"R$ 328,60"
13374,75,2021-07-29,Centro-Oeste,"R$ 168,02"
13375,2,2023-12-05,Sul,"R$ 663,62"
13376,142,2023-07-22,Norte,"R$ 493,81"
13377,7,2024-02-12,Centro-Oeste,"R$ 415,66"
13378,20,2020-09-27,Sudeste,"R$ 165,91"
13379,11,2021-02-18,Norte,"R$ 1077,63"
13380,105,2024-03-12,Sudeste,"R$ 380,75"
13381,146,2024-01-23,Centro-Oeste,"R$ 265,58"
13382,21,2021-03-27,Norte,"R$ 263,17"
13383,102,2024-06-03,Sudeste,"R$ 549,03"
13384,146,2022-09-01,Nordeste,"R$ 505,80"
13385,22,2023-11-23,Centro-Oeste,"R$ 632,24"
13386,84,2024-04-02,Norte,"R$ 564,99"
13387,106,2024-07-01,Norte,"R$ 534,79"
13388,44,2024-05-30,Nordeste,"R$ 132,16"
13389,97,2024-01-10,Centro-Oeste,"R$ 306,44"
13390,137,2022-06-19,Sudeste,"R$ 105,74"
13391,4,2024-03-31,Sul,"R$ 521,55"
13392,61,2024-01-22,Norte,"R$ 389,92"
13393,74,2022-07-18,Sudeste,"R$ 825,73"
13394,135,2021-07-29,Norte,"R$ 614,92"
13395,55,2024-06-07,Sudeste,"R$ 710,96"
13396,147,2021-11-11,Nordeste,"R$ 326,25"
13397,61,2023-09-19,Sudeste,"R$ 231,62"
13398,3,2022-01-01,Sudeste,"R$ 618,95"
13399,36,2020-10-10,Sul,"R$ 587,55"
13400,71,2024-10-27,Sudeste,"R$ 832,66"
13401,75,2024-09-04,Sul,"R$ 354,46"
13402,65,2022-03-25,Nordeste,"R$ 720,95"
13403,19,2023-03-16,Centro-Oeste,"R$ 432,25"
13404,99,2020-03-19,Norte,"R$ 668,65"
13405,100,2023-07-08,Centro-Oeste,"R$ 752,31"
13406,114,2020-03-02,Nordeste,"R$ 15,86"
13407,2,2023-07-24,Centro-Oeste,"R$ 227,07"
13408,47,2020-04-24,Sul,"R$ 156,90"
13409,27,2021-11-14,Sul,"R$ 866,43"
13410,37,2023-05-27,Sudeste,"R$ 632,80"
13411,11,2023-12-12,Nordeste,"R$ 763,41"
13412,13,2024-11-20,Sudeste,"R$ 591,36"
13413,73,2022-01-10,Nordeste,"R$ 411,42"
13414,30,2021-08-27,Norte,"R$ 497,03"
13415,146,2021-01-17,Nordeste,"R$ 696,48"
13416,78,2023-06-19,Nordeste,"R$ 390,99"
13417,54,2020-08-13,Norte,"R$ 928,98"
13418,16,2021-09-23,Norte,"R$ 267,40"
13419,45,2020-10-23,Norte,"R$ 547,44"
13420,62,2024-08-30,Sudeste,"R$ 720,40"
13421,150,2021-06-27,Norte,"R$ 383,36"
13422,95,2023-11-25,Sul,"R$ 446,65"
13423,90,2020-04-09,Norte,"R$ 563,90"
13424,47,2020-06-17,Sudeste,"R$ 162,32"
13425,90,2023-06-04,Norte,"R$ 623,28"
13426,125,2021-10-28,Nordeste,"R$ 751,44"
13427,33,2024-02-25,Nordeste,"R$ 0,00"
13428,16,2022-04-15,Norte,"R$ 612,05"
13429,48,2023-07-10,Centro-Oeste,"R$ 234,45"
13430,7,2024-10-29,Nordeste,"R$ 348,01"
13431,63,2020-07-21,Sudeste,"R$ 464,11"
13432,105,2020-12-15,Norte,"R$ 584,98"
13433,142,2021-07-19,Nordeste,"R$ 511,24"
13434,128,2021-04-29,Nordeste,"R$ 1203,33"
13435,97,2021-05-27,Sul,"R$ 402,10"
13436,41,2020-03-23,Sudeste,"R$ 200,18"
13437,97,2024-02-09,Sul,"R$ 548,18"
13438,131,2024-11-14,Centro-Oeste,"R$ 542,08"
13439,52,2021-01-31,Norte,"R$ 952,93"
13440,116,2023-10-31,Centro-Oeste,"R$ 118,15"
13441,94,2023-03-24,Norte,"R$ 796,29"
13442,77,2022-06-23,Norte,"R$ 741,46"
13443,149,2024-03-13,Centro-Oeste,"R$ 599,44"
13444,110,2021-03-05,Norte,"R$ 468,61"
13445,144,2020-11-17,Centro-Oeste,"R$ 255,47"
13446,125,2024-06-20,Sul,"R$ 530,98"
13447,51,2020-10-26,Nordeste,"R$ 629,33"
13448,20,2020-10-02,Sul,"R$ 501,29"
13449,143,2022-07-24,Centro-Oeste,"R$ 493,26"
13450,129,2021-01-17,Sudeste,"R$ 562,16"
13451,57,2024-11-08,Norte,"R$ 191,51"
13452,138,2024-03-25,Nordeste,"R$ 593,90"
13453,57,2023-12-15,Centro-Oeste,"R$ 558,29"
13454,115,2023-06-04,Sudeste,"R$ 439,93"
13455,11,2023-09-30,Norte,"R$ 722,27"
13456,133,2021-06-23,Centro-Oeste,"R$ 881,05"
13457,110,2024-06-12,Sudeste,"R$ 285,46"
13458,55,2024-04-04,Norte,"R$ 492,31"
13459,107,2024-10-13,Sul,"R$ 1113,09"
13460,118,2022-06-17,Sul,"R$ 700,15"
13461,99,2023-08-02,Sudeste,"R$ 458,23"
13462,88,2022-05-12,Centro-Oeste,"R$ 581,10"
13463,9,2024-12-05,Nordeste,"R$ 357,97"
13464,109,2022-11-19,Sudeste,"R$ 177,78"
13465,144,2024-08-03,Sul,"R$ 520,92"
13466,3,2020-07-23,Centro-Oeste,"R$ 577,17"
13467,117,2024-06-13,Sudeste,"R$ 836,23"
13468,84,2024-06-07,Sul,"R$ 468,61"
13469,71,2024-04-08,Sul,"R$ 569,77"
13470,62,2020-10-01,Sudeste,"R$ 492,18"
13471,18,2021-11-16,Sudeste,"R$ 387,40"
13472,4,2020-08-21,Nordeste,"R$ 717,44"
13473,86,2023-12-04,Centro-Oeste,"R$ 378,56"
13474,147,2021-08-02,Centro-Oeste,"R$ 888,73"
13475,35,2023-07-30,Sul,"R$ 325,36"
13476,99,2021-07-23,Sul,"R$ 548,45"
13477,22,2022-01-16,Norte,"R$ 364,09"
13478,58,2020-04-28,Sudeste,"R$ 261,95"
13479,116,2022-02-06,Nordeste,"R$ 433,38"
13480,5,2021-12-12,Sul,"R$ 0,00"
13481,19,2021-04-01,Norte,"R$ 304,43"
13482,63,2024-09-26,Centro-Oeste,"R$ 231,76"
13483,74,2024-04-30,Norte,"R$ 668,89"
13484,26,2024-11-30,Sul,"R$ 488,57"
13485,47,2023-04-29,Norte,"R$ 919,65"
13486,44,2022-12-27,Sudeste,"R$ 209,61"
13487,46,2024-03-10,Sul,"R$ 527,95"
13488,34,2024-08-11,Nordeste,"R$ 354,11"
13489,85,2020-08-02,Centro-Oeste,"R$ 291,14"
13490,96,2020-07-03,Sul,"R$ 514,22"
13491,18,2024-10-02,Nordeste,"R$ 201,73"
13492,112,2020-11-11,Nordeste,"R$ 603,88"
13493,120,2020-02-15,Nordeste,"R$ 532,93"
13494,1,2023-12-18,Nordeste,"R$ 798,06"
13495,84,2022-09-25,Norte,"R$ 1147,92"
13496,18,2024-03-08,Nordeste,"R$ 374,98"
13497,70,2020-10-12,Sul,"R$ 854,77"
13498,130,2024-05-21,Sul,"R$ 598,05"
13499,132,2022-04-08,Sul,"R$ 522,23"
13500,135,2021-06-27,Sudeste,"R$ 323,86"
13501,46,2020-05-24,Centro-Oeste,"R$ 704,41"
13502,124,2020-11-12,Nordeste,"R$ 1117,42"
13503,137,2020-06-17,Nordeste,"R$ 943,23"
13504,143,2021-11-20,Norte,"R$ 481,96"
13505,105,2020-12-14,Nordeste,"R$ 660,68"
13506,47,2022-08-18,Centro-Oeste,"R$ 347,75"
13507,66,2022-02-26,Sudeste,"R$ 348,99"
13508,113,2020-05-31,Sudeste,"R$ 107,32"
13509,41,2023-08-24,Centro-Oeste,"R$ 333,24"
13510,100,2022-06-25,Sul,"R$ 1017,67"
13511,87,2023-11-22,Norte,"R$ 467,70"
13512,125,2022-06-26,Norte,"R$ 226,27"
13513,9,2023-09-03,Nordeste,"R$ 467,68"
13514,109,2023-01-18,Sudeste,"R$ 450,17"
13515,107,2020-02-07,Norte,"R$ 215,93"
13516,2,2022-12-11,Centro-Oeste,"R$ 620,11"
13517,107,2024-10-17,Centro-Oeste,"R$ 399,12"
13518,149,2021-01-08,Sudeste,"R$ 501,61"
13519,149,2021-01-17,Sul,"R$ 379,57"
13520,63,2024-05-07,Nordeste,"R$ 958,93"
13521,33,2021-07-03,Sudeste,"R$ 460,65"
13522,65,2021-07-26,Sul,"R$ 183,61"
13523,128,2023-06-11,Nordeste,"R$ 230,21"
13524,26,2020-05-15,Norte,"R$ 882,95"
13525,144,2021-08-20,Norte,"R$ 486,09"
13526,71,2022-10-30,Centro-Oeste,"R$ 596,29"
13527,80,2021-07-11,Sudeste,"R$ 213,90"
13528,93,2024-12-12,Sul,"R$ 693,13"
13529,31,2022-08-21,Sul,"R$ 521,81"
13530,126,2023-12-16,Sul,"R$ 1195,69"
13531,43,2022-05-13,Centro-Oeste,"R$ 327,34"
13532,68,2021-01-27,Centro-Oeste,"R$ 713,26"
13533,52,2024-04-06,Norte,"R$ 641,66"
13534,125,2020-05-21,Sul,"R$ 380,39"
13535,74,2020-08-18,Sul,"R$ 597,17"
13536,79,2024-08-09,Nordeste,"R$ 675,45"
13537,50,2020-06-02,Sul,"R$ 638,43"
13538,4,2023-04-09,Nordeste,"R$ 491,24"
13539,143,2024-12-20,Sul,"R$ 322,74"
13540,27,2022-09-27,Sul,"R$ 185,45"
13541,75,2022-08-04,Norte,"R$ 484,64"
13542,53,2023-01-23,Sul,"R$ 785,15"
13543,102,2020-10-08,Nordeste,"R$ 544,13"
13544,76,2023-05-12,Sul,"R$ 256,99"
13545,92,2020-01-20,Sul,"R$ 489,66"
13546,117,2023-01-02,Sul,"R$ 573,64"
13547,113,2021-07-20,Sudeste,"R$ 413,24"
13548,12,2023-07-30,Sul,"R$ 77,30"
13549,28,2024-08-27,Nordeste,"R$ 232,96"
13550,114,2022-01-27,Norte,"R$ 541,69"
13551,39,2022-07-06,Norte,"R$ 565,46"
13552,141,2024-10-28,Norte,"R$ 685,66"
13553,55,2023-07-10,Sudeste,"R$ 485,33"
13554,63,2023-01-08,Sul,"R$ 441,38"
13555,127,2022-05-16,Centro-Oeste,"R$ 835,62"
13556,59,2021-04-25,Sul,"R$ 394,70"
13557,23,2021-06-11,Centro-Oeste,"R$ 340,77"
13558,40,2023-11-12,Sul,"R$ 653,48"
13559,35,2021-08-23,Centro-Oeste,"R$ 637,08"
13560,83,2023-03-12,Centro-Oeste,"R$ 170,79"
13561,145,2020-01-08,Centro-Oeste,"R$ 387,32"
13562,14,2020-02-08,Nordeste,"R$ 89,96"
13563,17,2021-09-08,Nordeste,"R$ 480,30"
13564,1,2024-11-10,Norte,"R$ 119,44"
13565,25,2022-05-31,Sudeste,"R$ 171,14"
13566,132,2023-10-07,Centro-Oeste,"R$ 1009,60"
13567,12,2024-07-18,Sudeste,"R$ 783,54"
13568,37,2023-12-24,Sul,"R$ 468,24"
13569,22,2021-03-12,Sudeste,"R$ 183,84"
13570,108,2022-12-25,Sul,"R$ 1011,93"
13571,22,2024-01-05,Centro-Oeste,"R$ 582,99"
13572,92,2024-09-17,Nordeste,"R$ 1431,59"
13573,124,2022-02-09,Centro-Oeste,"R$ 819,26"
13574,138,2024-10-14,Nordeste,"R$ 263,15"
13575,19,2022-07-18,Sudeste,"R$ 1103,36"
13576,38,2022-03-15,Sudeste,"R$ 208,46"
13577,75,2020-05-16,Centro-Oeste,"R$ 67,17"
13578,8,2022-08-29,Nordeste,"R$ 449,49"
13579,76,2020-11-21,Sudeste,"R$ 62,33"
13580,119,2020-07-04,Norte,"R$ 252,51"
13581,38,2021-09-14,Centro-Oeste,"R$ 597,88"
13582,82,2020-12-09,Nordeste,"R$ 521,67"
13583,124,2024-07-18,Centro-Oeste,"R$ 1039,31"
13584,132,2024-01-30,Centro-Oeste,"R$ 816,39"
13585,54,2024-01-27,Nordeste,"R$ 66,06"
13586,137,2024-01-15,Sul,"R$ 360,48"
13587,1,2022-12-02,Centro-Oeste,"R$ 710,49"
13588,69,2024-07-29,Nordeste,"R$ 690,25"
13589,93,2020-10-12,Sul,"R$ 304,52"
13590,55,2020-07-21,Centro-Oeste,"R$ 584,89"
13591,47,2020-04-07,Nordeste,"R$ 1118,93"
13592,49,2022-12-07,Sudeste,"R$ 650,36"
13593,133,2023-05-13,Norte,"R$ 1086,73"
13594,140,2024-12-30,Norte,"R$ 255,18"
13595,143,2024-04-29,Norte,"R$ 487,14"
13596,55,2020-04-12,Sul,"R$ 440,07"
13597,35,2021-02-27,Norte,"R$ 620,66"
13598,99,2023-04-12,Centro-Oeste,"R$ 1010,14"
13599,122,2024-10-09,Nordeste,"R$ 444,34"
13600,53,2021-09-02,Centro-Oeste,"R$ 153,32"
13601,65,2022-08-27,Nordeste,"R$ 795,48"
13602,77,2021-07-02,Sul,"R$ 539,42"
13603,123,2021-10-21,Sudeste,"R$ 471,59"
13604,52,2022-06-03,Sul,"R$ 143,81"
13605,45,2023-10-23,Centro-Oeste,"R$ 777,82"
13606,57,2024-04-19,Centro-Oeste,"R$ 138,63"
13607,27,2023-12-11,Sul,"R$ 238,38"
13608,120,2020-11-18,Norte,"R$ 767,68"
13609,11,2021-09-13,Sul,"R$ 502,07"
13610,112,2024-02-15,Centro-Oeste,"R$ 469,58"
13611,24,2022-08-11,Norte,"R$ 309,60"
13612,126,2023-02-09,Centro-Oeste,"R$ 36,11"
13613,97,2023-10-06,Norte,"R$ 617,18"
13614,107,2022-11-04,Nordeste,"R$ 409,32"
13615,131,2024-11-15,Nordeste,"R$ 164,97"
13616,52,2022-03-03,Centro-Oeste,"R$ 1192,41"
13617,24,2024-04-04,Sudeste,"R$ 742,53"
13618,83,2024-12-06,Norte,"R$ 178,55"
13619,111,2023-12-17,Sudeste,"R$ 358,73"
13620,108,2024-11-11,Sul,"R$ 858,59"
13621,75,2023-01-14,Sul,"R$ 356,74"
13622,28,2021-01-05,Nordeste,"R$ 422,43"
13623,92,2022-08-11,Nordeste,"R$ 993,88"
13624,28,2022-03-25,Sudeste,"R$ 260,13"
13625,13,2021-08-11,Sul,"R$ 281,08"
13626,89,2024-12-05,Norte,"R$ 278,94"
13627,20,2023-07-03,Centro-Oeste,"R$ 324,45"
13628,40,2024-08-02,Norte,"R$ 187,72"
13629,130,2024-04-18,Centro-Oeste,"R$ 299,20"
13630,54,2023-02-25,Nordeste,"R$ 208,19"
13631,113,2021-04-05,Norte,"R$ 357,58"
13632,27,2021-12-18,Nordeste,"R$ 492,60"
13633,132,2023-07-14,Sudeste,"R$ 76,22"
13634,47,2024-09-06,Sudeste,"R$ 480,53"
13635,102,2023-07-04,Sul,"R$ 330,66"
13636,62,2024-07-26,Norte,"R$ 461,85"
13637,44,2020-08-24,Nordeste,"R$ 652,98"
13638,51,2021-03-05,Sul,"R$ 653,02"
13639,110,2023-02-24,Centro-Oeste,"R$ 771,10"
13640,47,2021-09-01,Centro-Oeste,"R$ 168,76"
13641,74,2023-06-21,Nordeste,"R$ 1657,45"
13642,146,2022-07-16,Nordeste,"R$ 501,13"
13643,142,2023-06-22,Norte,"R$ 844,72"
13644,106,2022-06-17,Sul,"R$ 282,94"
13645,25,2020-10-03,Sul,"R$ 563,40"
13646,130,2024-01-22,Centro-Oeste,"R$ 419,36"
13647,112,2023-06-27,Centro-Oeste,"R$ 375,00"
13648,106,2020-09-03,Norte,"R$ 198,17"
13649,118,2023-02-27,Sul,"R$ 362,09"
13650,70,2023-05-11,Norte,"R$ 976,13"
13651,48,2021-08-08,Norte,"R$ 524,17"
13652,126,2022-02-15,Sul,"R$ 645,08"
13653,147,2022-08-28,Nordeste,"R$ 314,52"
13654,49,2020-01-31,Nordeste,"R$ 643,91"
13655,137,2024-01-30,Nordeste,"R$ 355,25"
13656,110,2021-07-05,Sul,"R$ 85,17"
13657,96,2022-01-23,Nordeste,"R$ 858,32"
13658,123,2020-09-30,Nordeste,"R$ 369,48"
13659,117,2020-03-06,Sul,"R$ 634,23"
13660,67,2023-09-14,Nordeste,"R$ 166,13"
13661,135,2021-04-03,Sul,"R$ 232,68"
13662,21,2021-03-31,Sudeste,"R$ 333,37"
13663,95,2021-09-06,Sudeste,"R$ 288,70"
13664,92,2021-02-07,Sul,"R$ 509,83"
13665,76,2020-11-07,Nordeste,"R$ 289,40"
13666,122,2021-04-25,Norte,"R$ 794,75"
13667,150,2023-04-12,Centro-Oeste,"R$ 458,44"
13668,123,2020-08-12,Norte,"R$ 342,61"
13669,7,2024-12-04,Centro-Oeste,"R$ 495,80"
13670,15,2021-06-13,Sudeste,"R$ 220,39"
13671,24,2023-08-14,Norte,"R$ 258,30"
13672,142,2020-12-11,Sudeste,"R$ 554,89"
13673,55,2023-05-06,Nordeste,"R$ 1107,40"
13674,33,2023-11-10,Norte,"R$ 823,74"
13675,99,2020-11-08,Sudeste,"R$ 304,89"
13676,121,2020-11-27,Norte,"R$ 417,69"
13677,17,2023-03-20,Norte,"R$ 209,46"
13678,51,2022-12-31,Centro-Oeste,"R$ 192,09"
13679,33,2023-11-17,Centro-Oeste,"R$ 504,04"
13680,112,2021-01-15,Centro-Oeste,"R$ 480,32"
13681,82,2024-08-04,Sudeste,"R$ 394,64"
13682,3,2021-08-29,Sudeste,"R$ 237,47"
13683,130,2021-08-10,Sudeste,"R$ 636,53"
13684,69,2020-09-24,Norte,"R$ 328,47"
13685,84,2024-09-29,Sul,"R$ 1163,36"
13686,100,2021-08-08,Sudeste,"R$ 581,94"
13687,41,2022-06-14,Norte,"R$ 364,44"
13688,34,2020-10-03,Centro-Oeste,"R$ 841,77"
13689,97,2021-01-30,Centro-Oeste,"R$ 148,86"
13690,132,2023-03-14,Nordeste,"R$ 781,18"
13691,48,2021-07-29,Nordeste,"R$ 1172,41"
13692,115,2021-05-16,Sudeste,"R$ 224,10"
13693,46,2020-05-31,Norte,"R$ 228,36"
13694,98,2020-02-26,Centro-Oeste,"R$ 630,08"
13695,49,2024-05-07,Norte,"R$ 290,46"
13696,32,2022-05-01,Sudeste,"R$ 397,88"
13697,2,2022-08-17,Nordeste,"R$ 556,90"
13698,139,2020-09-29,Nordeste,"R$ 266,95"
13699,43,2020-07-03,Nordeste,"R$ 636,80"
13700,68,2022-03-16,Centro-Oeste,"R$ 140,52"
13701,1,2021-04-28,Norte,"R$ 186,20"
13702,51,2022-12-22,Sudeste,"R$ 189,18"
13703,90,2022-05-20,Sudeste,"R$ 247,31"
13704,55,2022-09-02,Sul,"R$ 192,94"
13705,15,2024-12-07,Nordeste,"R$ 590,20"
13706,73,2020-03-31,Sul,"R$ 324,90"
13707,60,2024-02-18,Centro-Oeste,"R$ 181,77"
13708,45,2020-08-31,Sudeste,"R$ 399,30"
13709,61,2023-11-17,Centro-Oeste,"R$ 472,49"
13710,67,2020-02-20,Sudeste,"R$ 795,57"
13711,149,2021-10-21,Centro-Oeste,"R$ 744,48"
13712,86,2020-06-24,Nordeste,"R$ 661,04"
13713,134,2022-05-25,Nordeste,"R$ 453,12"
13714,74,2021-05-27,Sudeste,"R$ 547,88"
13715,86,2024-10-06,Sul,"R$ 465,24"
13716,102,2020-07-17,Norte,"R$ 913,20"
13717,75,2022-04-11,Sudeste,"R$ 415,22"
13718,142,2023-10-31,Sudeste,"R$ 686,00"
13719,67,2024-08-10,Nordeste,"R$ 641,00"
13720,133,2021-10-13,Nordeste,"R$ 1010,32"
13721,65,2021-01-06,Centro-Oeste,"R$ 469,09"
13722,26,2022-05-09,Sudeste,"R$ 301,97"
13723,104,2022-11-17,Norte,"R$ 778,94"
13724,150,2022-12-27,Centro-Oeste,"R$ 426,23"
13725,133,2024-11-15,Norte,"R$ 428,20"
13726,107,2022-06-13,Nordeste,"R$ 643,55"
13727,131,2020-02-18,Sul,"R$ 454,94"
13728,39,2022-07-28,Norte,"R$ 283,48"
13729,71,2022-12-30,Centro-Oeste,"R$ 971,68"
13730,66,2023-09-11,Nordeste,"R$ 477,19"
13731,75,2022-10-01,Nordeste,"R$ 165,15"
13732,69,2021-11-11,Sudeste,"R$ 663,79"
13733,9,2021-07-05,Sudeste,"R$ 576,78"
13734,119,2023-11-28,Norte,"R$ 138,54"
13735,98,2020-01-18,Nordeste,"R$ 24,49"
13736,99,2024-08-03,Centro-Oeste,"R$ 739,93"
13737,20,2020-03-31,Sudeste,"R$ 461,92"
13738,126,2023-09-17,Nordeste,"R$ 470,05"
13739,14,2022-06-07,Sul,"R$ 0,00"
13740,130,2022-02-04,Centro-Oeste,"R$ 695,85"
13741,57,2020-10-03,Centro-Oeste,"R$ 173,65"
13742,70,2022-03-08,Sul,"R$ 783,11"
13743,33,2020-04-05,Centro-Oeste,"R$ 175,76"
13744,6,2023-01-26,Sudeste,"R$ 822,65"
13745,132,2024-05-04,Nordeste,"R$ 377,04"
13746,113,2021-05-08,Nordeste,"R$ 753,02"
13747,25,2024-10-09,Sudeste,"R$ 569,76"
13748,19,2024-09-03,Sudeste,"R$ 494,24"
13749,40,2020-08-11,Sul,"R$ 812,14"
13750,147,2022-01-12,Centro-Oeste,"R$ 160,57"
13751,129,2020-04-01,Nordeste,"R$ 556,53"
13752,112,2023-07-25,Sul,"R$ 823,55"
13753,134,2021-09-04,Sul,"R$ 677,92"
13754,123,2024-11-05,Nordeste,"R$ 780,05"
13755,24,2021-10-21,Sul,"R$ 478,22"
13756,107,2022-12-10,Norte,"R$ 517,88"
13757,63,2020-09-10,Sul,"R$ 589,39"
13758,19,2020-02-01,Sul,"R$ 170,17"
13759,42,2020-02-08,Sul,"R$ 212,40"
13760,40,2023-11-06,Norte,"R$ 711,65"
13761,122,2020-08-04,Norte,"R$ 490,41"
13762,79,2023-03-07,Centro-Oeste,"R$ 559,86"
13763,10,2023-06-29,Sul,"R$ 246,09"
13764,20,2021-05-06,Nordeste,"R$ 413,49"
13765,35,2024-03-17,Sudeste,"R$ 121,12"
13766,31,2022-11-08,Norte,"R$ 440,39"
13767,5,2022-11-22,Nordeste,"R$ 1053,47"
13768,145,2022-08-17,Centro-Oeste,"R$ 757,50"
13769,75,2021-04-23,Centro-Oeste,"R$ 387,90"
13770,55,2020-11-20,Sudeste,"R$ 668,91"
13771,137,2021-12-18,Norte,"R$ 387,46"
13772,75,2021-09-01,Norte,"R$ 477,95"
13773,86,2024-07-09,Centro-Oeste,"R$ 499,71"
13774,148,2020-11-27,Sudeste,"R$ 176,98"
13775,98,2022-10-19,Centro-Oeste,"R$ 1075,49"
13776,15,2024-01-26,Sudeste,"R$ 659,73"
13777,150,2022-11-06,Norte,"R$ 401,03"
13778,137,2020-07-01,Nordeste,"R$ 844,87"
13779,67,2021-11-05,Norte,"R$ 840,31"
13780,147,2022-12-20,Sudeste,"R$ 0,00"
13781,54,2022-09-17,Nordeste,"R$ 662,79"
13782,102,2021-10-17,Norte,"R$ 389,26"
13783,122,2024-02-29,Nordeste,"R$ 479,60"
13784,105,2021-01-30,Sul,"R$ 689,33"
13785,55,2022-10-09,Centro-Oeste,"R$ 107,23"
13786,68,2023-08-26,Centro-Oeste,"R$ 652,95"
13787,1,2023-04-13,Sudeste,"R$ 554,88"
13788,139,2023-06-27,Sudeste,"R$ 264,63"
13789,109,2023-04-14,Sul,"R$ 767,35"
13790,116,2024-02-13,Nordeste,"R$ 892,06"
13791,102,2022-12-08,Nordeste,"R$ 214,67"
13792,141,2022-11-22,Nordeste,"R$ 378,21"
13793,60,2022-01-04,Nordeste,"R$ 548,50"
13794,63,2022-05-26,Sul,"R$ 377,48"
13795,11,2024-06-14,Centro-Oeste,"R$ 386,73"
13796,8,2020-02-22,Nordeste,"R$ 369,88"
13797,132,2022-05-27,Sudeste,"R$ 424,64"
13798,43,2020-03-15,Sul,"R$ 71,04"
13799,100,2021-05-13,Norte,"R$ 334,03"
13800,32,2020-03-10,Sul,"R$ 620,80"
13801,53,2021-03-26,Centro-Oeste,"R$ 491,63"
13802,93,2024-12-06,Sul,"R$ 986,82"
13803,44,2020-08-21,Centro-Oeste,"R$ 144,30"
13804,99,2020-09-04,Centro-Oeste,"R$ 664,33"
13805,98,2024-01-07,Norte,"R$ 404,52"
13806,9,2022-04-12,Centro-Oeste,"R$ 128,37"
13807,115,2024-04-10,Nordeste,"R$ 648,57"
13808,34,2023-06-09,Centro-Oeste,"R$ 435,00"
13809,135,2024-10-16,Sul,"R$ 172,68"
13810,79,2024-06-26,Nordeste,"R$ 810,83"
13811,127,2024-01-22,Centro-Oeste,"R$ 403,41"
13812,129,2020-04-21,Nordeste,"R$ 602,98"
13813,70,2020-08-20,Norte,"R$ 133,97"
